AvgTime,Age,Food,Drinks,FreePass,Opinion_Polarity,Concert_StartTime,Concert_EndTime,Concert_Duration,PreferedAlbum_Head Hunters,PreferedAlbum_Kind of Blue,Vinyl_True,VIP_True,Concert_City_NYC,Concert_City_SF,Ticket_Type_B,Ticket_Type_CB,Ticket_Type_LB,Ticket_Type_LT,Ticket_Type_PB,Ticket_Type_RB,Ticket_Type_RT,Ticket_Class_XL
2.245,37.0,3166.0,97.0,True,0.21875,16.0,7.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.409,42.0,1330.0,3402.0,False,-0.10000000000000002,12.0,5.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0.706,21.0,17.0,595.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.834,9.0,0.0,0.0,False,0.22694805194805195,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.831,42.0,1953.0,1942.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.034,21.0,320.0,0.0,False,0.09999999999999998,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.434,30.0,522.0,27.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.787,37.0,2579.0,20.0,True,0.6333333333333333,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.356,46.0,1182.0,0.0,False,0.2642857142857143,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.013,26.0,8150.0,3607.0,False,0.22083333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.559,15.0,225.0,998.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.081,16.0,0.0,0.0,True,0.5583333333333333,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.865,44.0,805.0,1560.0,False,0.09375000000000003,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.139,33.0,0.0,0.0,True,0.8,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.815,18.0,323.0,435.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.857,20.0,380.0,230.0,True,0.5,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3.304,27.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2.969,15.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.811,24.0,4.0,783.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2.772,8.0,0.0,0.0,True,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.352,27.0,93.0,772.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.046,37.0,256.0,528.0,False,-0.75,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.172,40.0,14.0,795.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.248,40.0,0.0,0.0,True,0.1875,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.961,44.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.671,39.0,60.0,4984.0,False,-0.16666666666666666,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.411,47.0,19.0,720.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.134,20.0,4.0,804.0,False,0.3136904761904762,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.125,24.0,458.0,984.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.354,23.0,4976.0,0.0,False,-0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.236,48.0,2624.0,30.0,True,0.31539888682745826,16.0,7.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.095,17.0,1552.0,0.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.135,37.0,0.0,0.0,True,0.8,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.33,18.0,32.0,673.0,False,0.4375,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.97,8.0,0.0,0.0,False,0.2,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.02,27.0,610.0,948.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.914,6.0,0.0,0.0,True,0.3416666666666667,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.831,31.0,837.0,4103.0,False,0.5,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.671,28.0,0.0,0.0,True,0.4333333333333333,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.218,24.0,0.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.994,19.0,37.0,734.0,False,0.6,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3.077,32.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.448,34.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.608,21.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.59,61.0,0.0,0.0,True,0.6,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.334,31.0,4389.0,56.0,True,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.27,27.0,0.0,0.0,True,0.55,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.436,13.0,651.0,267.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.861,37.0,12973.0,1574.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3.877,31.0,783.0,6.0,True,0.2222222222222222,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2.653,25.0,0.0,0.0,True,0.6,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.308,43.0,0.0,0.0,True,0.35714285714285715,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2.292,28.0,3849.0,0.0,True,0.4,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2.787,15.0,0.0,0.0,True,0.1,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2.45,25.0,688.0,128.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.943,63.0,643.0,248.0,False,-0.10178571428571428,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.261,18.0,55.0,2289.0,False,0.32499999999999996,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.982,25.0,0.0,0.0,False,0.55,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.854,19.0,0.0,0.0,True,0.18492063492063493,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.862,25.0,659.0,77.0,False,0.8,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.438,18.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
3.776,28.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0.885,28.0,8257.0,3208.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2.22,49.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
3.537,25.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.207,23.0,0.0,0.0,True,0.55,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2.759,43.0,0.0,0.0,True,0.48,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0.13,34.0,578.0,323.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.993,42.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.87,48.0,61.0,723.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.137,40.0,17687.0,580.0,True,0.5,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.046,18.0,0.0,0.0,True,0.8,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.942,54.0,1255.0,31.0,False,0.0,12.0,5.0,5.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2.667,23.0,3007.0,859.0,True,0.21928571428571425,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3.902,19.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.819,48.0,79.0,1370.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.04,22.0,0.0,0.0,True,0.4416666666666667,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2.445,46.0,0.0,0.0,True,0.66,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
3.206,34.0,0.0,0.0,True,0.4333333333333333,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2.468,65.0,0.0,0.0,True,-0.16666666666666666,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.108,26.0,0.0,0.0,True,-0.5,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2.105,58.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.118,19.0,639.0,9.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.091,19.0,0.0,0.0,False,0.09999999999999998,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.085,24.0,1289.0,0.0,False,-0.04722222222222224,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.358,26.0,704.0,51.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.705,67.0,6.0,1173.0,False,0.43333333333333335,16.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.124,6.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.012,20.0,33.0,776.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.951,48.0,0.0,0.0,False,0.09,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.413,29.0,0.0,0.0,True,0.6,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.525,4.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.358,37.0,341.0,5835.0,False,0.2222222222222222,16.0,7.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2.263,39.0,2005.0,0.0,True,0.0,14.0,7.0,5.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3.0,8.0,0.0,0.0,True,0.65,12.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0.561,15.0,603.0,112.0,False,0.35,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.202,0.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.716,33.0,683.0,5.0,False,0.55,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.445,35.0,0.0,0.0,True,0.09,16.0,7.0,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.273,3.0,0.0,0.0,False,0.22694805194805195,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.095,34.0,0.0,0.0,True,0.6,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.291,44.0,0.0,871.0,False,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.416,4.0,0.0,0.0,True,0.3136904761904762,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.468,49.0,5197.0,666.0,False,0.30000000000000004,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.982,32.0,1010.0,0.0,True,1.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.67,26.0,83.0,727.0,False,0.7,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.706,25.0,1.0,715.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.193,37.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.324,27.0,2.0,994.0,False,0.32499999999999996,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3.722,1.0,0.0,0.0,True,0.1,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3.667,58.0,0.0,0.0,True,0.05,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.881,27.0,5931.0,1235.0,True,0.35714285714285715,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3.446,29.0,1003.0,2.0,True,-0.13333333333333333,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.322,27.0,1876.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.487,23.0,0.0,759.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.426,29.0,0.0,0.0,True,0.1875,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.542,44.0,575.0,1788.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.649,45.0,843.0,153.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2.596,17.0,0.0,0.0,True,0.30000000000000004,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
3.569,23.0,159.0,445.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3.042,25.0,0.0,0.0,True,0.32499999999999996,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.618,35.0,41.0,3994.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2.503,0.0,0.0,0.0,True,0.9,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
3.313,20.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.373,24.0,0.0,0.0,False,0.4,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.297,24.0,61.0,1495.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3.813,0.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.715,3.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.192,8.0,0.0,0.0,True,0.32155844155844154,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.163,39.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.254,46.0,0.0,0.0,True,0.6,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
2.18,26.0,716.0,1.0,True,0.44999999999999996,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.308,36.0,2.0,746.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.779,2.0,0.0,0.0,True,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.645,67.0,230.0,4717.0,False,-0.5,12.0,5.0,5.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3.867,40.0,4545.0,10.0,True,0.32499999999999996,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.433,15.0,725.0,137.0,False,0.30000000000000004,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.808,18.0,0.0,0.0,True,0.19305555555555554,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0.134,36.0,551.0,5292.0,False,0.55,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2.793,38.0,0.0,0.0,True,0.35714285714285715,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.006,18.0,1779.0,0.0,False,0.2333333333333333,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.575,15.0,0.0,0.0,True,0.3277777777777778,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.03,27.0,0.0,0.0,False,0.3625,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.884,15.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3.766,25.0,0.0,0.0,True,-0.7,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.868,25.0,50.0,1011.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.64,5.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.668,19.0,0.0,0.0,True,0.5,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.277,51.0,712.0,0.0,True,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.501,9.0,0.0,0.0,True,-0.75,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.152,35.0,811.0,76.0,True,0.65,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.458,43.0,777.0,15758.0,False,-0.16666666666666666,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.657,55.0,719.0,274.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.929,30.0,1549.0,5.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.204,4.0,0.0,0.0,True,0.18492063492063493,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3.513,28.0,0.0,0.0,True,0.2,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.126,32.0,0.0,0.0,False,0.35,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.448,22.0,1047.0,1.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.534,19.0,0.0,0.0,True,0.1,12.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0.539,23.0,0.0,0.0,False,0.9,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.48,20.0,952.0,516.0,True,0.55,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.781,28.0,1530.0,199.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3.562,20.0,0.0,0.0,True,0.35714285714285715,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.523,70.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
0.842,18.0,1285.0,8.0,False,0.0,16.0,7.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.994,28.0,76.0,914.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.831,74.0,0.0,0.0,True,-0.5,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.712,41.0,304.0,469.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.678,18.0,0.0,1319.0,True,0.2,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.642,25.0,11.0,1357.0,False,-0.75,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.92,20.0,1724.0,1.0,False,-0.4166666666666667,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.837,56.0,7355.0,51.0,False,0.6333333333333333,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.865,46.0,248.0,4.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.003,22.0,165.0,643.0,False,0.2,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.514,21.0,2914.0,2611.0,False,0.22694805194805195,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.791,55.0,0.0,0.0,True,0.44999999999999996,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.783,36.0,2012.0,87.0,False,-0.75,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.595,19.0,0.0,0.0,True,0.47142857142857136,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.181,13.0,1602.0,1.0,False,1.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2.21,23.0,1288.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.201,24.0,1157.0,131.0,True,-0.024999999999999994,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.112,5.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.751,18.0,617.0,10.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.611,23.0,1957.0,87.0,True,0.7,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.009,60.0,245.0,985.0,False,0.6,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2.527,17.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2.445,22.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.124,5.0,0.0,0.0,True,-0.13333333333333333,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.575,25.0,1151.0,5.0,False,0.23333333333333336,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.096,24.0,699.0,0.0,True,0.4,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.845,0.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.277,13.0,0.0,0.0,True,0.35714285714285715,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.851,31.0,23.0,17.0,False,0.8,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3.858,44.0,0.0,0.0,True,0.4,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
0.431,22.0,1.0,786.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.739,44.0,2598.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.856,22.0,0.0,0.0,True,0.35714285714285715,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.53,47.0,455.0,4564.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.647,24.0,809.0,5071.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.247,19.0,0.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2.074,31.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
0.517,19.0,1237.0,7.0,False,0.32155844155844154,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.305,11.0,0.0,0.0,True,0.43333333333333335,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.476,24.0,267.0,477.0,False,0.18492063492063493,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.842,27.0,406.0,310.0,False,-0.10000000000000002,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.093,22.0,674.0,11.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
2.594,13.0,0.0,0.0,True,0.32155844155844154,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.26,4.0,0.0,0.0,True,0.55,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.585,31.0,0.0,865.0,False,-0.10000000000000002,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.115,54.0,0.0,0.0,False,-0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.942,39.0,0.0,0.0,True,0.4333333333333333,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.563,52.0,47.0,2059.0,False,-0.10178571428571428,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.544,33.0,0.0,0.0,True,0.4333333333333333,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
3.58,2.0,0.0,0.0,True,0.7,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
